index,dbn,reading,math,writing,name,schooltype,aca_s_13,com_s_13,eng_s_13,saf_s_13,s_q1a,s_q1b,s_q1c,s_q1d,s_q1e,s_q1f,s_q1g,s_q2a,s_q2b,s_q2c,s_q2d,s_q3,s_q4a,s_q4e,s_q4f,s_q4g,s_q4h,s_q4i,s_q4j,s_q4k,s_q5a,s_q5b,s_q6a,s_q6b,s_q6c,s_q7a,s_q7b,s_q11a,s_q11b,s_q11c,s_q11d,s_q11e,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,p_q1b,p_q1c,p_q1d,p_q1e,p_q1f,p_q1g,p_q1h,p_q1i,p_q1j,p_q1k,p_q1l,p_q1m,p_q1n,p_q1o,p_q1p,p_q1q,p_q1r,p_q2a,p_q2b,p_q2c,p_q2d,p_q4c,p_q5a,p_q5b,p_q5c,p_q9,p_q10a,p_q10b,aca_t_13,com_t_13,eng_t_13,saf_t_13,t_q1a,t_q1b,t_q1c,t_q1d,t_q1e,t_q1f,t_q1g,t_q1h,t_q2a,t_q2b,t_q3a,t_q3b,t_q3c,t_q3d,t_q4a,t_q4b,t_q4c,t_q4d,t_q4e,t_q4f,t_q4g,t_q5,t_q6a,t_q6b,t_q6c,t_q7a,t_q7b,t_q7c,t_q8a,t_q8b,t_q8c,t_q9a,t_q9b,t_q9d,t_q10a,t_q10b,t_q10c,t_q10d,t_q10e,t_q10f,t_q11a,t_q11b,t_q11c,t_q11d,t_q11e,t_q11f,t_q11g,t_q11h,t_q11i,t_q11j,t_q11k,t_q11l,t_q11m,t_q12a,t_q14a,t_q14b,t_q14c,t_q14d,t_q15a,t_q15b,t_q15c,t_q15d,t_q16a,t_q16b,t_q16c
210,12X682,342,346,341,Fannie Lou Hamer Freedom High School,HS,7.65047,7.70736,6.82968,7.39037,8.35692,7.8481,7.78662,7.57987,7.5974,5.55466,8.17093,7.58786,6.82692,7.8766,7.51603,6.89103,8.34385,7.42013,7.88835,7.67516,7.0211,7.84566,7.7476,7.79935,7.80822,7.19081,5.90323,6,6.32401,7.31629,6.53846,8.46939,6.94728,7.72034,7.88851,7.79966,9.2,9.3,9.2,9.3,9.3,9.2,9.2,9.3,9.2,9.1,9.2,9.3,9.2,9.3,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.3,9.3,9.3,9.3,9.3,8.9,9.6,9.5,9.4,9.1,9.1,8.8,8.79514,8.92003,8.66547,8.25806,9.67742,9.43548,9.08333,9.03226,8.87097,8.95161,9.33333,9.35484,9.43548,9.19355,8.79032,8.30645,7.83333,8.79032,9.19355,8.14516,8.70968,8.95161,8.70968,8.87097,8.87097,9.35484,9.43548,8.87097,8.62903,8.54839,8.70968,8.54839,8.95161,8.3871,8.3871,8.3871,8.5,7.93103,7.58621,8.46774,8.79032,8.87097,8.62069,7.67241,8.3871,8.22581,9.19355,8.46774,7.33871,9.1129,7.33871,8.22581,9.35484,7.33871,6.53226,7.41935,9.35484,9.19355,NA,NA,NA,NA,NA,NA,NA,NA,8.46774,8.46774,9.19355
211,12X684,378,374,362,Wings Academy,HS,7.17439,7.1137,6.47983,6.20354,7.93367,7.58249,6.98604,6.81818,7.37913,5.0574,7.70886,7.56297,6.26269,7.44949,6.68159,6.21778,8.45477,6.82278,7.17803,6.52532,6.20865,7.28481,6.79209,6.76209,8.05375,5.33088,4.40355,4.38931,5.5179,6.05499,6.20253,7.52625,4.89474,6.30577,7.03412,6.95106,8,7.9,7.5,7.7,7.9,7.4,7.5,8.1,8.5,8.2,8,7.8,7.5,7.9,7.9,7.9,7.8,8.1,8.1,7.8,7.6,7.9,7.6,7.9,7.7,7.2,5,7.9,8,7.8,8.5,8.2,7.9,7.76405,6.83984,7.03914,7.21289,6.39706,6.25,6.69118,5.07143,6.35714,6.61765,5.80882,7.21429,6.92857,7.35714,7.5,7.42857,6.54412,7.78571,7.71429,6.39706,7.57576,7.42647,7.85714,7.5,7.85714,9.26471,7.05882,7.42647,8.67647,7.79412,7.79412,8.08824,7.42647,6.47059,6.71875,6.01563,6.89394,6.46552,6.79688,7.65625,8.40909,8.40909,6.77419,6.85484,5.78125,6.95313,7.96875,5.5303,6.32813,8.63636,6.36364,7.96875,8.90625,6.25,7.27273,6.64063,8.10606,9.24242,NA,NA,NA,NA,NA,NA,NA,NA,7.96875,7.87879,8.04688
212,12X690,375,387,376,Monroe Academy for Business/Law,HS,7.44283,7.05778,5.8528,6.75216,7.75701,7.35981,6.89252,7.47642,7.07944,4.78571,8.13679,7.75701,6.58019,7.33645,7.1729,7.85714,7.94393,6.69811,7.24057,7.31308,6.54206,6.93396,6.52381,5.57692,6.74242,5.44737,5.77103,5.25701,6.30841,5.09434,4.45755,8.08411,7.35981,7.78846,8.03738,8.08411,8.7,8.3,7.6,8.3,8.8,7.8,8.1,8.1,8.8,8.2,8.2,8.2,7.2,9.1,8.3,8.4,8.5,8.8,8.7,9.3,8.8,8.5,8.6,8.4,9,7.7,3.5,7.8,7.2,7.8,9.2,9.2,10,6.22096,6.01562,4.92026,6.7702,6.45833,7.5,6.45833,4.58333,5.41667,7.29167,6.04167,7.08333,5.41667,6.66667,6.13636,7.08333,5.41667,7.29167,5.41667,2.5,7.72727,5.625,5.41667,5.625,6.66667,7.5,5.83333,4.79167,8.33333,7.29167,7.5,7.29167,6.04167,2.29167,2.08333,4.16667,4.31818,3.63636,1.875,5.83333,6.25,7.29167,2.04545,2.95455,6.04167,6.13636,7.5,7.70833,7.70833,6.875,5.625,7.5,7.27273,6.45833,7.91667,8.125,4.79167,5.20833,NA,NA,NA,NA,NA,NA,NA,NA,4.375,5.20833,6.875
213,12X692,332,357,349,Monroe Academy for Visual Arts & Design,HS,6.77993,6.65395,5.83812,6.0648,7.33429,7.03488,6.90058,7.02206,6.99265,4.66276,7.46345,6.92754,5.49133,6.82413,6.11516,5.57081,8.3477,6.55444,7.06178,6.65473,6.2464,7.18567,6.13372,5.95821,7.4026,5.4852,3.96501,4.33284,5.0942,5.45129,5.07948,6.32883,5.78402,6.42544,6.76901,7.25877,8.3,8.5,8,8.2,8.8,8.1,8.4,8.8,8.7,8.5,8.3,8.4,8.3,8.4,8.3,8.4,8.4,8.4,8.6,8.7,8.1,8.5,8.1,8.2,8.5,8.1,5.3,8.6,8,8.2,8.3,8.8,7.5,7.96212,8.09659,7.85543,7.77338,8.29545,7.95455,8.29545,7.5,7.72727,8.63636,8.75,8.40909,8.40909,8.52273,8.18182,7.72727,7.5,7.84091,7.61364,6.47727,7.84091,7.5,8.06818,7.95455,8.18182,8.29545,8.86364,8.29545,8.86364,7.61364,8.40909,7.95455,7.95455,7.61364,7.27273,7.84091,8.06818,7.38636,6.93182,7.72727,7.72727,7.95455,8.40909,7.61364,7.85714,8.09524,8.45238,7.85714,7.7381,8.09524,6.54762,8.09524,8.57143,7.25,7.61905,8.09524,7.61905,7.14286,NA,NA,NA,NA,NA,NA,NA,NA,7.27273,7.38636,8.18182
214,13K265,352,349,373,Dr. Susan S. McKinney Secondary School of the Arts,MS/HS,7.77644,7.45559,6.63798,6.83212,8.70896,8.23134,7.64222,7.74849,8.18939,5.43675,8.42705,7.44776,6.64157,7.8852,7.25904,6.16541,8.95833,6.86012,7.67164,6.84132,6.41892,7.65719,7.27679,7.36527,8.10241,5.53938,5.1324,5.03125,6.19122,4.68944,6.14907,9.16409,6.20743,7.16772,7.88162,8.88199,8,8,7.9,8.2,8,7.5,7.7,8.5,8.7,8.1,8.1,8.4,7.9,8.4,8.3,8.5,8,8.2,8.3,8.2,8,8.2,8.3,8.4,8.2,7.8,6.2,8,8.2,8.2,7,7.3,8,8.49373,8.57143,8.16761,8.29722,8.57143,9,7.97619,7.7381,8.92857,8.92857,7.97619,8.80952,8.57143,8.57143,8.92857,8.92857,8.57143,9.04762,9.28571,8.21429,8.57143,8.80952,8.09524,8.33333,8.45238,9.25,9.04762,8.92857,9.04762,8.625,8.625,8.875,8.80952,6.66667,7.2619,7.14286,8.09524,6.66667,7.2619,8.57143,8.45238,8.57143,6.66667,7.375,7.38095,7.85714,9.28571,8.92857,7.7381,8.92857,7.85714,8.09524,9.16667,8.57143,7.97619,8.92857,7.61905,8.09524,NA,NA,NA,NA,9.16667,9.16667,9.16667,8.75,7,7.83333,7.83333
215,13K350,360,364,356,Urban Assembly High School of Music and Art,HS,7.94113,8.08632,7.27332,7.44219,8.65538,8.32669,8.31673,8.16265,8.47,6.07,8.65462,8.22134,7.17871,8.25301,7.12702,6.23984,8.50791,7.5504,8.2996,7.72358,7.03441,7.74096,7.72088,7.42944,8.57955,6.98661,5.92369,6.2751,7.01417,6.57371,6.98795,8.04622,7.11864,8.18565,8.60417,8.24895,7.5,7.6,7.1,8.1,8,7.4,6.3,8,8.3,7.7,7.7,7.9,7.2,7.9,7.9,7.7,7.6,7.9,7.2,7,6.8,8.1,8.2,8.4,8.1,7.8,3.5,7.9,7.3,7.7,7.4,7.6,7.2,6.71215,6.58482,6.45315,7,7.67857,5.71429,6.07143,5.57692,6.60714,7.85714,5.35714,6.25,6.42857,6.42857,8.21429,6.25,6.25,6.53846,7.32143,5.53571,5.53571,6.34615,7.67857,7.14286,7.08333,8.03571,6.42857,8.21429,7.85714,6.42857,7.85714,8.03571,5.89286,4.28571,5.17857,6.07143,6.78571,5.53571,5.96154,5.89286,6.60714,6.07143,5.71429,7.5,3.75,5.35714,8.39286,8.03571,6.78571,8.21429,6.07143,7.85714,8.39286,6.60714,7.85714,8.03571,7.14286,8.03571,NA,NA,NA,NA,NA,NA,NA,NA,5.53571,6.60714,6.07143
216,13K412,375,355,384,"Brooklyn Community High School of Communication, Arts and Media",HS,7.75472,7.8258,6.84178,6.91941,8.31671,7.99505,7.91353,7.79449,7.9397,5.7898,8.53643,8.10794,6.99375,7.86783,7.3183,6.98473,8.44293,7.12159,7.69375,7.37562,6.625,8.05,7.45592,7.44318,7.65789,5.92975,5.26119,5.46135,6.35101,4.93108,6.64589,8.56608,7.0398,7.00882,7.59328,7.89277,8.1,8.4,8,8.2,8.9,7.9,8,8.7,8.8,8.2,8.1,8.5,8.1,8.4,8.3,8.3,8.4,8.2,8.4,8.2,7.9,8.2,8.2,8.4,8.5,8,6.1,8.5,8.2,8.4,7.5,7.8,7.3,7.78861,7.54844,7.49294,7.4925,7.5,8.1,7.8,7,8.7,7.9,7.1,8.22917,7.4,8.5,7.9,8,7.3,8.2,7.2,7.8,7.2,7.6,7.6,7.7,7.3,8.5,8.5,7.8,7.9,7.4,8.4,8.1,7.7,6.4,6.4,6.9,8.1,7.08333,5.5,7.3,7.1875,8.2,7.8,7.28261,7.1875,8.2,8.9,7.4,6.2,7.8,6.2,7.7,8.8,7.7,6.8,7.3,8.6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,6.8,7.3,8.1
217,13K419,399,417,395,"Science Skills Center High School for Science, Technology and the Creative Arts",HS,6.2894,6.16138,4.70269,4.68931,7.46154,6.69023,6.00775,5.86563,6.19845,3.98964,7.26744,6.64304,5.27273,6.47287,5.83117,4.85677,8.01813,5.14286,5.64935,4.95455,4.85026,5.81606,5.83333,4.70855,6.2844,4.24455,3.19872,3.18005,4.23177,3.14136,2.82383,5.67942,4.05333,5.12467,5.97656,5.07294,7.3,7.7,7.3,7.5,8,7.6,7.4,7.9,8.4,7.4,7.5,7.8,7.3,8,7.7,7.6,7.3,7.5,7.8,7.6,7.3,7.4,7.4,7.7,7.8,7.6,5.7,7.4,7.2,7.6,7,7.3,5.8,7.19153,6.0391,6.43655,6.50298,6.16667,5.66667,6.41667,7,5.16667,7.08333,4.16667,5.16667,4.83333,5.66667,7.83333,7.75,5.89286,7.31481,6.16667,4.91667,7.33333,6.66667,6.89655,7.41379,7.25,8.44828,6.03448,8.21429,8.18966,6.16071,8.18966,8.66071,6.2931,4.22414,4.65517,6.05769,6.875,6.05769,5.92593,7.41071,7.59259,8.01724,5.80357,6.16071,4.82759,5.625,6.37931,6.37931,5.43103,8.36207,6.89655,7.67241,7.58929,6.55172,6.81034,6.98276,6.12069,7.67857,NA,NA,NA,NA,NA,NA,NA,NA,6.51786,7.05357,7.40741
218,13K430,587,659,587,Brooklyn Technical High School,HS,7.65494,6.55879,6.83923,7.23317,8.46516,7.65245,6.71203,7.50664,6.74616,5.02821,8.70803,6.13236,6.09628,7.34084,7.04452,7.1911,8.77706,7.13622,8.16312,7.58126,6.53436,7.36783,6.83197,7.22056,8.13975,6.10622,6.52149,6.59934,7.11744,5.29315,7.79568,6.63959,8.29965,7.78459,8.06392,9.08936,7.8,7.6,7.4,7.6,8.1,7,7.5,7.7,8.1,7.5,7.3,7.7,8.3,8.2,7.8,7.7,7.8,7.6,8.1,8,7.6,7.2,8.1,7.7,8,7.4,5.4,7.5,7.9,7.6,7.7,7.8,7.7,7.32255,6.26778,6.57891,7.92004,6.31915,5.74153,4.81681,4.17021,5.35256,6.16525,6.04873,5.19068,5.60381,6.30297,5.327,6.28692,5.66456,6.65957,7.87076,8.48101,8.22034,8.06144,7.82839,7.20085,7.63889,8.70763,5.68376,7.22222,8.23093,7.36287,6.77215,7.5,7.93249,8.12236,8.06144,5.01092,5.36957,5.5131,6.24439,7.21154,7.7766,7.59657,6.15801,5.2,8.64719,8.17797,9.08511,8.60638,7.7766,8.24153,8.42553,8.34402,8.40426,6.44068,7.73404,8.62661,7.17949,7.84958,NA,NA,NA,NA,NA,NA,NA,NA,8.3617,6.93617,8.31545
219,13K439,305,364,312,Brooklyn International High School,HS,8.60709,8.47897,8.63254,8.66165,9.09938,8.79283,8.76572,9.0047,8.66406,8.40981,8.90723,8.03125,8.03459,8.53906,8.20988,7.75157,9.2,8.92415,9.17702,8.64063,7.67969,8.52344,8.63994,8.61635,9.30195,9.07643,8.05643,8.45611,7.90221,8.83956,8.49219,9.0694,8.42679,8.60156,8.91745,9.18224,9,8.8,8.4,9,8.9,8.6,8.8,9.1,9.1,8.9,8.6,8.9,8.8,8.8,8.8,8.8,9,8.9,8.9,9,8.9,9,9,9,8.9,8.8,5.2,8.8,8.8,8.8,NA,NA,NA,9.49094,9.18308,9.29825,9.41667,9.47917,9.58333,9.0625,8.75,9.16667,9.58333,9.47917,9.79167,9.6875,9.16667,9.89583,8.75,8.15217,9.6875,9.27083,8.75,9.47917,9.23913,8.95833,9.375,10,10,9.6875,9.79167,10,10,10,9.78261,9.89583,9.47917,9.89583,8.75,9.79167,7.91667,8.33333,8.75,9.16667,9.16667,9.58333,8.75,9.79167,9.6875,9.89583,9.16667,8.22917,9.79167,9.89583,9.89583,9.89583,8.85417,8.64583,9.16667,9.58333,9.47917,NA,NA,NA,NA,NA,NA,NA,NA,8.80435,9.45652,9.45652
220,13K483,400,417,389,The Urban Assembly School for Law and Justice,HS,7.96482,7.65886,6.9974,6.51025,8.52792,8.17136,7.83163,8.06122,8.13462,5.36352,8.72774,7.98469,6.90568,7.77062,7.89406,7.42268,8.88608,7.22646,7.37883,7.00893,6.41221,7.95918,7.16026,7.48077,7.96578,6.2429,4.61735,4.62725,6.05195,5.9359,7.52558,7.80206,4.96144,6.41839,7.25578,7.04253,8.6,8.6,8.2,8.5,8.9,8,8.3,8.9,8.9,8.4,8.6,8.7,8.5,8.7,8.6,8.8,8.6,8.6,8.7,8.6,8.4,8.5,8.4,8.6,8.5,8.4,5.3,8.8,8.6,8.6,8.3,8.6,8,8.62869,8.79772,8.17961,8.41297,9.22414,8.87931,7.93103,7.24138,8.10345,8.57143,8.96552,8.7069,8.62069,8.7069,8.87931,8.62069,7.84483,9.22414,8.27586,7.32759,8.96552,8.7931,8.36207,8.53448,8.10345,9.48276,8.53448,7.32759,8.7069,8.30357,9.46429,8.92857,8.10345,6.81034,7.67241,8.62069,8.83929,7.41379,8.125,9.56897,9.48276,9.22414,7.58929,7.84483,8.36207,9.05172,9.48276,7.67241,6.81034,8.96552,7.15517,8.7069,9.65517,8.44828,7.84483,8.96552,8.83929,8.87931,NA,NA,NA,NA,NA,NA,NA,NA,8.01724,7.32759,9.31034
221,13K499,384,364,368,ACORN Community High School,HS,7.89134,7.50476,7.06761,7.39394,8.49069,8.14987,7.71941,7.92339,7.88874,6.30054,8.40667,7.13528,7.0557,7.82754,7.7168,7.0935,8.78989,7.35294,7.75333,7.46,7.27212,8.0578,7.65957,7.25871,8.05556,6.96793,6.17374,6.1193,6.62634,6.32,6.57333,8.42896,7.54032,8.0163,8.34011,7.80654,7.7,7.8,7.4,7.7,7.9,6.8,7.9,8.1,8.4,7.9,7.6,7.9,7.2,7.8,8,8,8,7.8,7.9,7.8,7.6,7.5,7.8,8,7.5,7.4,5.6,7.7,7.7,7.9,7,7.3,7.2,8.06565,8.17226,7.92145,6.9943,8.17073,9.02439,8.10976,8.04878,8.41463,8.35366,7.31707,8.17073,8.84146,9.08537,7.9878,8.59756,8,8.59756,7.62195,6.03659,7.9878,7.7439,7.86585,7.68293,7.56098,8.10976,9.45122,8.84146,8.78049,7.19512,8.29268,8.25,7.75,7,6.4375,7.56098,7.80488,7.8125,8.0625,8.10976,8.17073,8,7.875,8.25,6.8125,7.4359,8.25,7,5.5,7.625,6.28049,7.31707,7.92683,6.76829,6.40244,5.97561,6.82927,6.4375,NA,NA,NA,NA,NA,NA,NA,NA,8.0625,7.8125,8.375
222,13K509,400,390,403,Freedom Academy High School,HS,7.13377,7.21217,5.80766,6.4682,7.72124,7.14912,6.96903,7.20982,7.12389,4.51327,7.67699,8.13596,6.57895,7.36842,6.92982,6.20455,8.09735,6.71053,7.4115,7.00893,6.57895,6.23894,6.53153,5.70796,7.46324,5.98958,4.93243,4.51835,5.85648,5.98214,3.77232,7.70089,6.57658,6.93182,7.38739,7.58929,8.1,7.7,7.5,8.1,7.6,7.2,7.4,7.9,7.7,6.9,6.8,7.7,6.6,7.6,7.9,8,7.7,7.7,7.3,7.1,7.5,8.8,8,8,7.9,7.6,8.3,8.5,7.9,8,9.2,9.2,9.2,6.05556,5.10417,5.63779,5.7963,4.72222,7.5,6.38889,5.27778,6.66667,6.11111,2.77778,4.44444,4.72222,6.11111,6.94444,6.38889,4.44444,7.5,5.55556,2.22222,5,5,6.38889,5.83333,5.55556,8.33333,5.83333,4.72222,8.88889,8.33333,8.61111,7.77778,4.44444,3.05556,1.94444,5.83333,6.38889,5.9375,5.625,5.27778,6.11111,6.38889,5.27778,5.83333,1.94444,3.88889,6.38889,5,5.27778,7.77778,5.27778,6.38889,8.33333,4.16667,6.94444,4.44444,6.94444,8.05556,NA,NA,NA,NA,NA,NA,NA,NA,4.44444,4.72222,5.55556
223,13K553,435,383,379,Brooklyn Academy High School,HST,7.88807,8.00733,7.1605,7.76577,8.23034,7.88889,7.74725,7.83333,7.55556,6.72222,8.13889,8.5,7.33333,7.88889,7.75,8.21023,8.79121,7.77473,8.07692,8.07692,7.41758,8.20225,7.77473,7.69231,7.77778,7.12963,6.16667,6.38889,6.59341,7,6.19444,8.33333,8.5,8.55556,8.73626,8.44444,8.8,8.9,8.6,9,9.1,8.9,8.9,9.2,9,8.8,9,8.9,8.7,9,8.9,9.1,9.1,9.1,9.1,8.9,8.7,8.8,9.4,8.9,9.1,8.8,6.4,8.7,8.7,8.7,8.8,8.8,8.3,9.07169,8.52431,8.46637,8.43333,8.5,8.75,8.5,8.75,8.75,8.61111,7.77778,8.61111,8.25,8.75,7.77778,8.33333,8.05556,8.88889,8.05556,7.77778,9.44444,9.16667,9.16667,9.16667,8.21429,9.75,8.33333,8.33333,10,9.25,9.75,10,9,9,8.75,7.5,7.77778,8,8.33333,9.5,8.75,9.5,8.33333,7.22222,8,9.25,9.25,8.75,7.22222,8.25,8,8.88889,9.5,6.5,8.25,8,8.88889,9.25,NA,NA,NA,NA,NA,NA,NA,NA,8.5,9.5,9.25
224,13K575,398,391,394,Bedford Stuyvesant Preparatory High School,HST,8.60693,8.69584,8.01036,8.52751,9.0493,9.03571,8.64286,8.91304,8.45588,6.78571,9,8.87324,8.18841,8.89286,8.27206,7.67361,9.13194,8.94366,9.08451,8.97887,8.52113,8.69718,8.57143,8.65942,9.33824,8.47222,6.97183,7.5,7.64493,7.95775,6.79577,9.3662,7.5,8.90845,9.22535,9.54225,9.2,9.1,8.8,8.8,9.3,8.8,9,9.4,9.3,9.2,9.2,9.2,9,9.1,9.3,9.3,9.1,9.1,9.3,9.2,8.8,8.9,9,9,8.1,8.3,8.1,9.4,9.1,9.2,NA,NA,NA,9.46154,9.11058,8.97689,9.24359,9.23077,9.03846,8.84615,9.23077,9.80769,9.61538,8.26923,9.61538,9.23077,9.80769,9.61538,9.23077,9.03846,9.61538,9.23077,7.30769,9.80769,9.80769,9.42308,9.42308,8.84615,10,9.61538,9.79167,9.80769,10,10,10,9.61538,8.07692,9.03846,8.84615,8.65385,8.07692,9.03846,8.84615,8.84615,9.23077,9.03846,8.65385,9.23077,9.03846,9.61538,9.61538,9.03846,10,9.23077,9.61538,8.84615,6.15385,8.84615,9.42308,9.23077,9.80769,NA,NA,NA,NA,NA,NA,NA,NA,8.65385,9.23077,9.23077
225,13K595,438,443,431,Bedford Academy High School,HS,8.61269,8.11355,7.2478,7.97187,9.3254,8.75,8.14465,8.73418,7.94025,5.79872,9.3125,8.45679,7.7648,8.83901,8.76553,7.80769,9.1055,8.34105,8.66564,8.57692,7.56173,8.81211,7.7392,6.78793,8.72694,7.3273,6.19122,6.74689,7.54688,8.22308,5.60748,8.84013,8.1962,8.12696,8.52665,9.02344,9,9.2,8.9,9,9.1,8.9,9.4,9.4,9.4,9,9.1,9.1,8.8,9.4,9.3,9.3,9.3,9.1,9.4,9.3,9,9.3,9.1,8.9,8.9,8.5,7.6,9.1,9.2,9.1,8.2,8.6,8.2,9.11209,9.13651,8.73692,8.85234,9.07895,9.07895,8.81579,9.47368,9.07895,9.86842,9.47368,9.73684,8.94737,9.60526,7.36842,8.15789,7.89474,8.94737,8.81579,8.94737,9.60526,9.60526,9.21053,9.21053,8.94737,9.16667,10,9.02778,8.05556,7.22222,8.19444,8.47222,8.05556,9.16667,8.88889,7.77778,7.63889,7.63889,9.30556,9.16667,9.58333,9.86111,8.61111,8.61111,9.58333,9.47368,9.47368,8.28947,8.68421,9.30556,8.55263,8.94737,9.47368,8.42105,8.94737,8.42105,8.55263,9.30556,NA,NA,NA,NA,NA,NA,NA,NA,9.47368,9.73684,9.60526
226,13K605,406,391,392,George Westinghouse Career and Technical Education High School,HS,7.40718,6.96,6.22258,6.42552,8.26293,7.51727,7.0913,7.02174,7.69896,4.63287,8.04593,6.73575,5.91028,7.55208,7.07612,6.85752,8.21615,6.23698,7.36038,6.58537,6.41608,7.41259,7.05295,7.01754,8.10662,5.53393,4.51823,4.61872,5.82312,5.79723,6.22617,7.67086,6.4356,6.79211,7.29766,6.50091,8.1,8.1,7.8,7.9,8.2,7.5,8.1,8.5,8.6,8.1,8.1,8.1,7.8,8.3,8,8.1,8.1,8,8.2,7.9,7.9,8.1,8.1,8,8.1,7.5,6.1,8.2,7.8,7.9,8.7,8.6,7.7,8.23496,8.1204,8.08897,8.10165,8.21429,8.07292,8.125,8.17708,8.33333,8.90625,7.76596,8.03191,7.95918,8.36735,8.31633,8.75,7.71277,8.40426,7.95918,7.91667,8.22917,8.07292,8.02083,7.8125,8.24468,8.72449,8.46939,8.41837,8.31633,8.0102,8.59375,8.59375,8.06122,7.34043,7.5,8.08511,8.31633,7.95918,8.08511,8.11224,7.95918,8.48958,7.76042,7.76596,7.39583,8.19149,8.72449,8.11224,7.65306,8.4375,7.34694,7.95918,8.31633,8.26531,8.26531,8.21429,8.11224,8.46939,NA,NA,NA,NA,NA,NA,NA,NA,7.80612,8.21429,8.26531
227,13K670,471,472,448,Benjamin Banneker Academy,HS,7.57578,6.80309,6.54914,7.07998,8.33098,7.62255,6.80536,7.52458,7.05656,5.01055,8.67133,6.68539,6.31837,7.37483,7.37762,6.5669,8.553,7.09734,7.97835,7.44048,6.89607,7.40546,6.91852,6.1744,7.39558,5.63813,5.50209,5.62587,6.67947,5.14025,6.92388,8.63343,7.43571,8.06786,8.43705,8.7446,7.3,7.5,7.3,7.8,7.7,6.6,7.4,8.1,8.3,7.6,7.5,7.9,7.9,8.3,7.9,7.9,7.8,7.5,8,7.9,7.3,7.8,8.1,7.6,7.8,7.5,4.1,7.5,7.7,7.7,5,5,7.5,7.54002,7.89563,7.65332,8.16749,8.53448,8.53448,7.75862,8.10345,8.7069,8.53448,7.84483,8.36207,8.18966,8.62069,7.84483,6.89655,6.78571,8.125,8.03571,7.58621,8.18966,7.84483,7.58621,7.24138,6.78571,8.44828,8.62069,7.5,8.27586,7.15517,7.67241,7.84483,8.01724,7.32759,8.36207,6.72414,7.41379,5.67308,6.11111,7.41379,7.15517,8.18966,5,6.8,7.41379,8.39286,8.96552,9.01786,8.7069,8.62069,8.03571,7.41071,8.53448,8.10345,9.05172,8.7931,6.89655,7.32759,NA,NA,NA,NA,NA,NA,NA,NA,7.84483,7.75862,7.5
228,13K674,441,499,413,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",HS,8.01857,7.66398,7.11269,7.10769,8.70028,8.40974,7.83668,8.06034,8.11254,6.06017,8.69253,7.8267,7.17143,8.15186,8.20201,7.28261,8.38571,7.50716,7.75714,7.25714,7.12751,7.88682,7.32857,7.19828,8.22266,7.00331,5.51153,5.44798,6.18805,6.51862,6.60201,8.40974,6.83526,6.8968,7.71552,7.94203,8.3,8.4,7.8,8,8.7,8.3,8.1,8.7,8.8,8.1,8.5,8.5,7.7,8.7,8.3,8.4,8.4,8.3,8.6,8.6,8,8.1,8,8,7.9,8.1,5.1,8.4,8.3,8.5,7.9,8.3,7.9,8.13338,8.36351,7.34,7.39484,8.7037,9.25926,7.96296,6.2963,7.77778,8.98148,8.7037,9.44444,9.25926,9.44444,4.91071,8.03571,7.32143,8.75,8.61111,7.14286,7.32143,7.67857,7.23214,7.77778,8.7037,8.75,9.375,7.94643,8.125,7.76786,7.5,7.59259,7.58929,6.07143,7.23214,6.05769,6.38889,5.55556,7.05357,8.03571,8.125,8.75,8.57143,6.05769,6.96429,7.40741,8.42593,7.23214,5.89286,8.21429,6.57407,7.96296,9.07407,6.96429,7.32143,5.625,6.60714,8.51852,NA,NA,NA,NA,NA,NA,NA,NA,8.125,7.85714,8.66071
229,14K071,365,361,359,Juan Morel Campos Secondary School,MS/HS,8.11159,7.8423,7.50833,7.18624,8.31897,8.20624,7.96603,8.24171,8.09545,6.6725,8.66696,7.9087,7.2993,8.38976,7.91156,7.57958,8.85579,7.55672,7.91522,7.40822,7.12544,7.8913,7.65217,7.53989,8.37325,7.07061,6.02332,6.0453,6.84991,5.95321,7.63986,8.7327,6.25217,6.95382,7.51316,8.18301,8.2,8.2,8,8.2,8.4,7.9,8,8.6,8.6,8.3,8.1,8.2,8.1,8.3,8.2,8.3,8.2,8.2,8.2,8,8.1,8.2,8.3,8.2,8.3,7.9,6.1,8.2,8,8,8.7,8.5,8.1,8.4294,8.54868,8.26353,7.93534,8.90909,8.84259,8.72727,8.7037,8.88889,9.02778,8.24074,8.65741,8.65741,8.88889,7.68182,9.07407,8.30189,9.12037,8.67925,8.27273,8.42593,8.51852,8.65741,8.47222,8.7037,9.00943,8.95455,8.31818,8.90909,8.31818,8.59091,8.65741,8.18182,7.27273,7.22727,7.9717,8.31818,7.40196,7.54717,8,8.36364,8.95455,6.60377,8.43137,6.75926,7.5,8.4434,8.05556,7.5,8.65741,7.40741,7.87037,8.61111,8.42593,7.91667,7.4537,8.19444,7.63889,NA,NA,NA,NA,7.11538,7.59615,8.36538,8.94231,7.96296,8.61111,9.07407
