index,dbn,reading,math,writing,name,schooltype,aca_s_13,com_s_13,eng_s_13,saf_s_13,s_q1a,s_q1b,s_q1c,s_q1d,s_q1e,s_q1f,s_q1g,s_q2a,s_q2b,s_q2c,s_q2d,s_q3,s_q4a,s_q4e,s_q4f,s_q4g,s_q4h,s_q4i,s_q4j,s_q4k,s_q5a,s_q5b,s_q6a,s_q6b,s_q6c,s_q7a,s_q7b,s_q11a,s_q11b,s_q11c,s_q11d,s_q11e,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,p_q1b,p_q1c,p_q1d,p_q1e,p_q1f,p_q1g,p_q1h,p_q1i,p_q1j,p_q1k,p_q1l,p_q1m,p_q1n,p_q1o,p_q1p,p_q1q,p_q1r,p_q2a,p_q2b,p_q2c,p_q2d,p_q4c,p_q5a,p_q5b,p_q5c,p_q9,p_q10a,p_q10b,aca_t_13,com_t_13,eng_t_13,saf_t_13,t_q1a,t_q1b,t_q1c,t_q1d,t_q1e,t_q1f,t_q1g,t_q1h,t_q2a,t_q2b,t_q3a,t_q3b,t_q3c,t_q3d,t_q4a,t_q4b,t_q4c,t_q4d,t_q4e,t_q4f,t_q4g,t_q5,t_q6a,t_q6b,t_q6c,t_q7a,t_q7b,t_q7c,t_q8a,t_q8b,t_q8c,t_q9a,t_q9b,t_q9d,t_q10a,t_q10b,t_q10c,t_q10d,t_q10e,t_q10f,t_q11a,t_q11b,t_q11c,t_q11d,t_q11e,t_q11f,t_q11g,t_q11h,t_q11i,t_q11j,t_q11k,t_q11l,t_q11m,t_q12a,t_q14a,t_q14b,t_q14c,t_q14d,t_q15a,t_q15b,t_q15c,t_q15d,t_q16a,t_q16b,t_q16c
85,04M680,358,351,345,"Heritage School, The",HS,6.94884,6.73674,6.01298,6.30672,7.85842,7.19643,6.71986,7.35765,7.05036,4.59964,7.59058,7.33929,6.02151,7.03237,6.27273,5.34821,8.18905,6.62811,6.83692,6.60142,6.42599,7.67025,6.15108,6.24107,7.81566,6.11229,4.4573,4.43548,5.59259,4.90248,5,7.35294,6.38686,6.64234,6.819,7.40975,7.4,7.5,7.1,7.3,7.7,6.9,7.3,8,8.2,7.7,7.5,7.6,7,7.5,7.5,7.6,7.6,7.5,7.5,7.2,7,7.2,7.7,7.2,7.5,7.1,4.8,7.7,7.5,7.4,7.6,7.2,7,7.66569,7.36041,6.52398,7.36404,7.5,7.77778,7.64706,6.25,8.08824,8.05556,7.22222,7.5,7.20588,7.5,6.38889,8.42105,5.78947,8.28947,6.31579,5.26316,7.89474,6.84211,7.23684,7.36842,7.91667,8.75,7.63158,5,8.15789,7.10526,7.63158,8.05556,7.23684,5.13889,6.80556,4.73684,5.13158,4.07895,6.84211,7.10526,7.91667,8.15789,6.18421,6.71053,6.71053,7.63158,8.61111,8.02632,7.5,8.55263,4.34211,7.63889,8.68421,6.71053,7.10526,7.76316,7.76316,7.5,NA,NA,NA,NA,NA,NA,NA,NA,7.10526,7.63158,8.15789
86,05M285,357,318,333,Harlem Renaissance High School,HST,8.40722,8.56111,7.985,8.18791,8.53306,8.38115,8.36777,8.59504,8.27869,7.62295,8.96694,8.83197,7.90984,8.80165,8.32645,8.36777,8.64754,8.40909,8.48361,8.40164,8.0123,8.38115,8.48361,7.9375,8.37629,8.04348,6.7094,6.65948,7.17391,7.71186,7.60684,9.00424,8.61111,8.71739,8.96186,8.99573,8.8,8.6,8.2,8.6,8.3,8,8.6,9.1,9.2,8.9,8.7,8.8,8.6,9,8.6,8.3,8.3,8.7,8.8,8.6,8.6,8.8,8.5,8.6,8.3,8.3,4.7,8.7,8.8,8.3,9,9.5,9.5,8.25,8.01815,7.93193,7.89338,7.79412,8.125,6.91176,7.5,8.75,8.28125,7.96875,8.28125,7.96875,8.59375,7.94118,8.125,7.5,8.90625,8.38235,6.32353,7.96875,7.96875,8.38235,7.5,5.73529,9.70588,8.82353,9.55882,8.67647,8.59375,9.11765,8.97059,7.96875,8.125,7.5,7.1875,8.52941,6.83333,7.67857,8.08824,7.79412,8.97059,8.38235,6.40625,7.65625,7.64706,9.21875,7.8125,7.1875,8.82353,6.91176,8.82353,9.26471,4.41176,7.1875,7.1875,8.97059,9.375,NA,NA,NA,NA,NA,NA,NA,NA,7.05882,9.11765,8.52941
87,05M304,413,399,398,Mott Hall High School,HS,7.64604,7.52146,6.94414,7.02087,8.04707,7.92839,7.69821,7.88903,7.78205,6.00128,8.28645,8.0527,7.22868,7.7013,7.39691,6.61688,8.29284,7.50638,7.53836,7.43606,7.19794,7.88462,6.81347,7.32051,7.74411,6.58046,5.58786,5.52461,6.51948,5.98191,6.24026,8.32245,6.1658,6.9357,7.65625,8.15963,8.4,8.3,8.3,8.3,8.1,8.1,8.4,8.6,8.7,8.5,8.3,8.4,8.4,8.5,8.4,8.5,8.5,8.4,8.3,8.3,8.3,8.5,8.2,8.2,8.2,8.2,7.6,8.1,8.1,8.5,8.6,8.5,8.3,6.91602,6.68561,6.44053,6.6943,7.14286,6.81818,6.70455,7.5,5.79545,7.38636,6.25,6.25,6.13636,5.90909,6.30952,7.5,6.25,7.04545,5.90909,5.11364,7.04545,6.81818,7.04545,6.81818,6.93182,7.85714,6.66667,7.02381,8.80952,7.2619,7.61905,7.85714,5,4.40476,5.35714,6.30952,6.30952,5.47619,6.54762,7.02381,7.5,7.14286,5.95238,6.78571,6.13636,5.35714,6.36364,5.75,5.56818,7.84091,5.90909,7.61364,8.18182,6.81818,7.15909,7.5,8.18182,7.04545,NA,NA,NA,NA,NA,NA,NA,NA,5.875,6.5,6.625
88,05M367,354,366,342,Academy for Social Action: A College Board School,MS/HS,7.07497,7.10758,6.03971,5.67477,7.64946,7.33957,6.7623,6.83424,6.95187,4.7973,7.75401,7.5,6.7027,7.48649,6.7973,6.89338,8.53495,6.47297,6.85829,6.15591,5.89674,6.22253,7.06044,5.82418,7.64463,5.96875,3.4887,3.73596,4.50843,4.73011,4.58092,7.61834,4.86686,5.53571,6.05655,6.4881,7.6,7.3,7,7.3,7.4,7,6.9,7.7,7.8,7.3,7.2,7.3,7.3,7.7,7.9,7.7,7.3,7.6,7.7,7.6,7.3,7.2,7.1,7.6,7.7,7.5,4.1,7.3,7,7.4,7.3,8,7.3,6.43332,5.27941,5.8512,5.41516,6.625,6.5,5.125,5.25,5.625,7,3.25,5.125,4.375,6.125,7.76316,7.5,4.625,7.10526,6.25,3.81579,6.44737,5.13889,6.11111,5.97222,6.38889,6.71053,4.86842,5.52632,9.21053,8.28947,8.55263,7.63158,6.97368,3.68421,3.42105,4.86111,7.08333,5.83333,5.14706,5,5.73529,6.02941,3.68421,6.05263,2.89474,4.34211,4.72222,4.02778,4.47368,8.05556,4.30556,6.52778,7.77778,4.58333,5.97222,5.69444,5.55556,5.65789,NA,NA,NA,NA,8.125,6.875,8.125,8.125,4.10714,3.39286,7.11538
89,05M369,360,353,364,Urban Assembly School for the Performing Arts,HS,7.26283,6.91526,5.7039,6.35725,8.28947,7.61628,6.75872,6.875,7.36607,4.45906,7.89706,7.44083,6.14826,6.97059,6.95087,6.49408,8.48837,6.16959,7.31214,7.09302,5.81395,7.47093,6.54624,5.9157,7.06422,5.05,4.12281,4.07895,5.68047,4.19118,4.67836,8.62805,6.46707,7.03988,7.56024,8.25758,8.6,8.9,8.5,8.5,8.9,8.6,8.8,8.8,9,8.9,8.6,8.8,8.5,8.8,8.8,8.9,9.1,9,8.8,9.1,8.9,8.9,8.6,8.5,9.4,8.2,6.1,9.1,8.9,9.1,7.5,8,8,6.81972,6.62173,6.49811,7.44444,6.80556,6.38889,6.25,6.38889,6.38889,7.5,6.02941,6.38889,6.66667,7.08333,6.80556,6.94444,6.94444,6.80556,7.08333,6.38889,6.11111,6.52778,7.36111,7.08333,6.52778,8.38235,6.47059,8.52941,8.52941,7.5,7.5,7.94118,5.29412,4.70588,5.14706,6.11111,5.55556,5.27778,6.11111,6.38889,6.25,7.08333,6.25,6.66667,7.08333,6.25,7.91667,7.91667,6.66667,7.63889,6.94444,8.33333,8.67647,7.91667,7.36111,8.47222,7.22222,7.36111,NA,NA,NA,NA,NA,NA,NA,NA,5.97222,6.25,6.25
90,05M469,354,360,385,Choir Academy of Harlem,MS/HS,6.80276,6.8911,5.79789,5.58667,7.67137,7.20648,6.55738,6.53527,6.94444,4.95833,7.5211,7.3494,5.93238,7.19262,6.18802,5.10417,8.64286,5.77551,5.93878,5.28807,5.56584,6.97314,6.76653,5.74268,7.04545,5.1,3.90496,3.75,5.02128,4.05488,5.27778,7.55297,4.33544,5.74468,6.74051,7.52146,8,8.2,7.9,7.9,8.2,7.9,8.3,8.4,8.8,8.1,8.1,8.2,8,8.2,7.9,8.3,8,7.9,8,7.8,7.7,8.2,7.9,8.2,8.1,7.4,6.3,8.2,7.8,7.7,8.5,8,8,5.902,6.33942,5.69307,5.03724,7.01923,5.86538,6.63462,6.44231,6.1,7.11538,5.09615,6.34615,6.63462,6.53846,5.57692,6.44231,5.48077,6.44231,5.86538,5.09615,6.44231,5.9,6.4,4.9,5.28846,7.40385,6.82692,7.59615,7.88462,6.05769,6.73077,6.73077,5.09615,3.65385,2.78846,4.6875,5.5,4.3,4.13462,6.34615,6.92308,7.01923,5.5,5.6,2.1,4.1,4.1,3.02083,3.2,6.5,4.16667,5.2,7.6,5.20833,6.6,6.66667,5.9,6.2,NA,NA,NA,NA,4,5.25,6.36364,7.04545,4.375,5.19231,5.38462
91,05M499,458,474,442,Frederick Douglass Academy,MS/HS,7.62588,6.96337,6.67223,6.29251,8.42488,7.94601,7.45318,7.67606,7.8935,5.35311,8.67579,6.47114,6.16416,7.40187,7.36202,6.49358,8.79055,6.94732,7.5047,6.46049,6.30189,7.80339,6.96579,6.50517,7.4362,5.26824,4.27799,4.30464,5.59456,5.15551,7.46035,7.86267,5.38739,6.27541,7.02853,7.95918,7.8,8.2,7.9,8,8.3,8,8.3,8.4,8.6,7.9,7.9,8.3,8.2,8.4,8.3,8.1,8.3,8.2,8.2,8.1,8,8.2,7.9,8.1,8,7.7,6.2,7.9,8.2,8.1,6.3,7.5,6.7,8.25729,8.40519,8.16076,7.93175,9.07609,8.33333,8.66667,8.31522,8.47826,9.13043,8.53261,8.66667,8.20652,8.80435,8.58696,8.53261,7.17391,8.58696,8.04348,9.13043,9.07609,8.91304,8.83333,8.38889,8.04348,8.69565,8.58696,8.26087,8.69565,7.66304,8.20652,8.36957,8.47826,7.38889,8.05556,7.77174,8.31522,7.27778,7.33696,8.11111,8.53261,8.53261,6.08696,7,7.61364,7.78409,8.66667,7.55556,6.66667,8.5,7.5,8.05556,8.27778,8.11111,7.5,8.5,7.61111,8.44444,NA,NA,NA,NA,6.78571,7.5,8.21429,8.03571,8.98438,7.96875,9
92,05M670,396,402,404,Thurgood Marshall Academy for Learning and Social Change,MS/HS,8.00309,7.96148,7.10352,7.3109,8.6445,8.25893,7.76148,8.13789,7.79487,5.86294,8.70513,8.03662,7.26982,8.0916,7.62211,7.44877,8.6519,7.78061,8.08524,7.59665,7.60204,7.97832,8.08634,7.44201,8.29932,6.80595,5.24485,5.57051,6.67519,6.19872,6.30491,8.72368,7.16447,7.19577,7.81579,8.92857,8.4,8.3,8,8.3,8.3,7.7,8.1,8.8,8.7,8.1,8.1,8.5,8.3,8.6,8.5,8.4,8.4,8.4,8.5,8.4,8.2,8.6,8.6,8.5,8.6,7.5,5.8,8.4,8.2,8.2,8.5,8.6,8.3,7.37311,7.11761,7.5283,7.22412,7.40385,8.33333,7.77778,6.75926,7.40741,7.59259,6.94444,7.87037,7.40741,8.51852,7.68519,6.85185,6.48148,7.98077,7.68519,6.2037,7.03704,7.77778,7.68519,7.59259,6.66667,7.78846,7.87037,8.24074,8.7037,7.31481,8.24074,7.59615,7.96296,7.87037,7.40741,7.03704,7.69231,6.82692,6.82692,6.85185,6.85185,7.77778,6.2963,5.67308,6.34615,6.66667,8.05556,7.5,5.46296,8.05556,7.01923,7.98077,8.7037,7.22222,6.82692,7.59615,6.2963,7.5,NA,NA,NA,NA,6.25,7.70833,8.54167,9.16667,5.76923,6.53846,6.73077
93,05M685,369,361,355,Bread & Roses Integrated Arts High School,HS,7.21845,7.33577,6.79289,6.23964,8.03571,7.73364,7.18254,7.53943,7.13836,5.29553,7.77955,7.58621,6.47106,7.46044,6.8949,6.17742,7.97125,7.10863,7.12171,6.60772,6.67197,6.95968,7.23856,6.34804,8.77178,6.42361,4.21429,4.20927,5.45382,5.75,6.31746,6.96254,5.52288,6.64191,7.06699,6.8543,8.2,8.3,7.9,8.3,8.4,8.2,8,8.6,8.6,8.1,8.2,8.5,8.1,8.5,8.4,8.6,8.4,8.3,8.3,8.2,8.1,8.3,8.4,8.5,8.5,8,5.1,8.3,8.3,8.1,8.2,8.1,7.5,6.73307,6.52344,6.50387,6.36971,6.25,7.73438,7.1875,7.1875,7.8125,7.73438,6.09375,7.03125,6.64063,7.89063,7.96875,7.96875,6.40625,7.26563,7.1875,5.23438,6.09375,6.48438,6.25,6.71875,7.10938,7.58621,7.74194,5.96774,7.74194,6.45161,7.33871,6.77419,6.77419,4.1129,3.79032,5.9375,7.09677,4.75806,5.3125,5.625,5.625,7.03125,5.78125,6.37097,4.41667,5.39063,7.65625,7.03125,6.48438,6.95313,4.375,7.17742,8.4375,4.21875,6.09375,6.5625,7.34375,7.5,NA,NA,NA,NA,NA,NA,NA,NA,5.70313,6.09375,6.79688
94,05M692,605,654,588,"High School for Mathematics, Science and Engineering at City College",HS,8.57395,8.03936,7.67383,8.55817,9.28472,8.63128,7.75838,8.43315,7.51389,6.32639,9.30055,8.32645,7.51385,8.59116,8.375,8.00554,9.23611,8.5625,9.13889,8.97099,8.57735,8.52368,8.03324,8.16989,8.93426,7.64793,7.95833,8.09557,8.36806,8.06407,7.03212,7.93539,9.47075,8.65223,8.96936,9.63989,9.2,8.8,8.5,8.8,9.2,8.4,8.8,9,9.1,8.6,8.4,8.7,8.6,9.3,9,8.9,8.7,8.6,8.9,8.9,8.9,8.9,9.2,8.8,8.7,8.5,6.9,8.5,9.1,8.8,10,10,9.2,8.79577,8.66418,8.24013,9.11474,8.7069,8.10345,7.67241,7.5,8.96552,9.05172,8.7931,8.27586,8.53448,8.44828,8.10345,8.27586,7.58929,8.7931,8.62069,7.76786,9.22414,8.7931,8.66071,8.96552,9.05172,9.13793,8.87931,8.44828,8.18966,8.27586,8.7931,8.44828,9.13793,9.22414,9.375,7.14286,8.10345,6.57407,8.01724,8.62069,9.05172,9.07407,8.7931,7.23214,9.56897,8.7069,9.91071,9.82759,9.48276,9.22414,9.48276,9.22414,9.39655,9.22414,9.39655,9.65517,7.58621,8.7069,NA,NA,NA,NA,NA,NA,NA,NA,9.13793,8.7931,8.7931
95,06M293,408,446,416,City College Academy of the Arts,MS/HS,8.52506,8.2239,7.58753,8.23607,9.01316,8.65637,8.26742,8.51326,8.18868,6.49338,9.09305,8.2722,7.99038,8.64904,8.40953,7.74068,9.23546,8.2339,8.82576,8.33804,7.69774,8.50564,8.13208,7.8066,8.6859,7.925,7.19282,7.49051,7.75142,6.04442,6.53409,9.60249,8.50288,8.57282,9.07744,9.72275,9,9,8.7,8.7,9.4,8.8,9.1,9.1,9.3,8.8,8.9,9,8.5,8.7,8.8,8.6,8.8,9,9.1,8.9,8.7,8.6,9,9,8.9,8.1,7.3,8.7,9.1,8.9,9.5,9.2,9,8.50446,8.46472,8.32909,8.87348,9.1129,9.08333,8.79032,7.41935,8.54839,8.54839,8.70968,8.87097,8.62903,8.79032,9.41667,7.83333,6.75,8.75,8.91667,7.08333,9.08333,9.08333,8.58333,8.62069,9.08333,8.79032,9.27419,9.03226,8,7.66129,7.74194,8.14516,8.62903,7.74194,9.03226,7.74194,8.25,7.66667,7.41667,8.62903,8.79032,8.30645,6.69355,6.77419,8.87097,9.1129,9.83871,9.51613,9.27419,8.66667,8.54839,8.79032,9.67742,9.51613,9.27419,9.59677,8.54839,7.09677,NA,NA,NA,NA,8.82353,8.52941,9.26471,9.26471,7.69231,7.88462,8.84615
96,06M346,362,376,367,Community Health Academy of the Heights,MS/HS,8.43594,8.26057,7.7597,8.29998,9.08009,8.60808,8.40263,8.60197,8.39207,6.55495,8.86463,8.37691,7.62473,8.50543,8.15502,7.47232,9.33297,8.29148,8.75,8.62745,8.03922,8.70595,8.00218,7.79605,8.7782,7.86385,6.26356,7.04496,7.34683,9.07002,7.54913,9.3559,8.54075,8.24945,8.64537,9.24725,8.6,8.6,8.1,8.7,8.6,8.2,8.4,9,8.9,8.5,8.4,8.6,8.6,8.8,8.7,8.7,8.6,8.7,8.8,8.7,8.6,9,8.8,8.6,8.6,8.5,4.9,8.5,8.7,8.6,8.3,8.3,8.3,8.92308,9.012,8.8022,9.19817,9.63415,9.57317,7.86585,8.10976,9.81707,9.57317,9.63415,9.75,9.45122,9.69512,9.39024,7.68293,7.68293,9.20732,8.78049,8.47561,9.5122,9.75,9.25,9.25,8.53659,9.42308,9.7561,8.75,9.69512,9.39024,9.57317,8.90244,9.08537,9.0625,9.20732,8.53659,8.96341,8.26923,8.17073,8.4375,7.86585,8.47561,9.32927,7.5625,9.39024,9.375,9.63415,9.39024,8.53659,9.57317,8.65854,9.08537,9.5122,9.14634,8.53659,9.26829,8.84146,9.45122,NA,NA,NA,NA,8.52941,8.23529,8.52941,8.52941,8.15217,8.22917,9.16667
97,06M348,380,395,399,Washington Heights Expeditionary Learning School,MS/HS,8.68526,8.19146,7.70061,8.21892,9.31651,8.89908,8.55505,8.75458,8.68373,6.73993,9.2844,8.03309,7.94872,8.70421,8.6326,7.76613,9.27007,8.20971,8.73621,8.38828,7.74816,8.90768,7.98624,8.15138,8.33532,8.03213,6.86464,7.32375,7.54128,7.15138,7.26937,9.42272,8.18563,8.24349,8.56343,9.34601,8.8,8.8,8.3,8.8,9.1,8.6,8.6,9,9.1,8.9,8.6,8.7,8.6,9,8.9,9,9,8.8,9.1,8.8,8.7,8.7,8.9,8.7,8.7,8.8,5.4,8.7,8.9,8.6,8.9,8.3,8.2,8.30621,8.5609,7.7661,8.84439,8.75,8.625,6.21795,4.875,8.375,8.75,9.25,8.625,8.875,9.1875,8.71795,7.17949,6.41026,8.71795,6.98718,6.57895,8.58974,8.91026,8.91026,8.91026,7.75641,9.03846,8.52564,8.46154,9.14474,8.55263,8.88158,8.84615,8.33333,8.58974,8.58974,7.88462,8.52564,7.30263,5.98684,9.03846,9.03846,8.20513,9.16667,7.22222,9.42308,9.03846,9.60526,9.48718,7.82051,8.91026,9.23077,9.03846,8.78205,9.16667,7.88462,9.16667,8.20513,7.94872,NA,NA,NA,NA,7.94118,8.38235,8.67647,7.5,7.2619,6.42857,8.09524
98,06M457,394,357,346,George Washington Yabc,YABC,8.34811,8.12594,8.14315,8.58033,8.5828,8.29032,8.14103,8.51613,8.23052,7.74351,8.75806,7.89809,7.91667,8.45161,8.30645,7.95752,8.44937,8.42357,8.47756,8.47134,8.28526,8.35987,8.33871,8.26923,8.60915,8.37662,7.80449,7.87338,7.93831,8.04839,8.02288,9.22581,9.12903,9.18831,9.35065,9.26471,9.3,8.9,8.5,9.1,8.9,8.3,8.8,8.8,9.3,8.8,8.5,8.9,9.1,9,9.1,9,9.2,9,9.1,9.1,8.8,9,9.3,9,9.2,9,6.1,9.2,9.2,9.1,10,9.6,9.6,9.63559,9.83333,9.68508,8.20696,9.83333,9.66667,9.83333,9.33333,10,9.66667,9.83333,9.66667,10,9.83333,9.83333,9.66667,9.83333,9.66667,9.83333,9.66667,9.5,9.66667,9.83333,9.33333,9.83333,9.83333,9.83333,10,9.66667,9.82143,9.28571,9.82143,9.83333,9.66667,9.83333,9.28571,9.66667,9.66667,9.66667,9.83333,9.66667,9.66667,9.33333,9.23077,9.83333,9.66667,9.83333,5.17857,5.16667,9.5,9.5,9.5,9.83333,5.5,5.16667,5.96154,9.64286,9,NA,NA,NA,NA,NA,NA,NA,NA,9.64286,9.80769,9.64286
99,06M462,365,384,378,The College Academy,HS,7.78226,7.59382,7.25969,7.25172,8.27063,8.15244,7.70122,7.98289,7.87037,6.4604,8.19853,7.5,7.00489,7.97445,7.37745,6.88264,8.59489,7.85452,7.94903,7.51834,7.18523,7.91768,7.58025,8.06985,7.89326,7.59868,5.7385,6.11179,6.51829,6.64634,7.08537,7.78195,6.73317,7.30528,7.48096,7.48734,8.1,8.3,7.9,8.2,8.6,7.8,8,8.6,8.9,8.4,8,8.2,8.2,8.3,8.4,8.3,8.2,8.2,8.4,8.2,8.2,8.2,8.2,8.3,8.2,8.1,5.7,8.4,8.3,8.1,7.8,7.6,7.5,8.4549,8.58582,8.18677,8.1888,9.14286,7.94118,8.16176,7.14286,8.38235,9.28571,8.57143,7.64286,8.28571,8.71429,8.71429,8.85714,7.85714,8.71429,8.57143,7.35714,8.45588,8.14286,8.35714,7.78571,8.64286,9.04412,8.89706,8.63636,9.39394,9.16667,9.33824,9.04412,8.75,7.35294,7.86765,7.72727,8.93939,7.58333,7.66129,8.48485,8.67647,8.67647,7.34375,7.42424,8.18182,8.45588,8.89706,7.65152,6.83824,8.75,7.86765,8.52941,8.75,8.08824,7.5,7.72059,9.04412,7.42647,NA,NA,NA,NA,NA,NA,NA,NA,8.25758,8.78788,8.40909
100,06M463,369,380,349,High School for Media and Communications,HS,7.83623,7.5548,7.14852,7.25966,8.4,7.9745,7.7,7.57102,7.93228,5.89744,8.64347,7.35043,6.95,7.83994,7.66197,6.90883,8.72507,7.54286,7.85211,7.30878,7.37857,7.89174,7.61396,7.77066,8.34806,7.26372,6.01983,5.85735,6.7052,5.92219,7.00425,8.16766,6.61504,7.42647,7.9552,8.20588,8.3,8.5,8.2,8.4,8.7,8,8.4,8.9,9.1,8.6,8.2,8.5,8.2,8.5,8.4,8.5,8.6,8.4,8.6,8.6,8.5,8.3,8.7,8.5,8.3,8,6.9,8.2,8.2,8.2,7.8,7.8,7.7,7.27859,7.08333,7.06493,7.41628,6.83333,6.91667,6.25,6.75,7.25,7.33333,5.75,6.46552,6.75,7.58333,7.08333,8.33333,7.5,7.5,7.67241,6.58333,6.2069,6.51786,7.41379,6.72414,7.58621,8.41667,7.58333,7.75,8.66667,8.10345,8.25,7.93103,6.98276,6.08333,5.89286,6.63793,7.33333,7.08333,5.91667,7.58333,7.66667,7.5,5.66667,6.96429,6.03448,6.55172,7.83333,7.66667,6.91667,8.16667,6.63793,8.25,8.58333,7.08333,6.83333,7.91667,8.08333,7.58333,NA,NA,NA,NA,NA,NA,NA,NA,6.83333,7.41667,7.91667
101,06M467,363,378,361,High School for Law and Public Service,HS,7.66391,7.1591,6.91084,6.67458,8.3204,7.76111,7.14286,7.70694,7.64706,5.63901,8.29213,7.52237,6.72511,7.72982,7.49439,6.72395,8.77232,7.24662,7.66892,6.91704,6.6573,7.61878,6.81208,7.02247,7.81339,6.17971,4.93862,5.24049,6.19101,5.7167,7.13004,7.84382,5.99537,7.26273,7.32019,7.06192,8.6,8.8,8.4,8.5,9.1,8.8,8.8,8.9,8.9,8.7,8.5,8.8,8.6,8.8,8.7,8.8,8.8,8.8,8.8,8.7,8.7,8.6,8.7,8.6,8.6,8.2,6.6,8.7,8.6,8.4,8.2,8.3,8.3,8.45336,8.45213,8.11728,7.93783,8.40278,9.16667,8.57143,6.98529,8.64286,8.88889,9.09722,9.30556,9.23611,9.23611,8.125,8.47222,7.77778,8.75,7.64286,7.98611,8.125,8.47222,8.21429,8.19444,8.95833,9.07143,9.07143,8.42857,8.93939,8.5,8.42857,8.01471,8.57143,8.52941,7.85714,7.78571,8.71429,7.5,6.74242,7.71429,7.85714,8.21429,8.07143,6.78571,7.08333,7.29167,8.81944,7.98611,7.43056,8.54167,7.5,8.68056,8.61111,8.40278,6.80556,7.15278,7.70833,7.92857,NA,NA,NA,NA,NA,NA,NA,NA,7.98611,8.33333,8.40278
102,06M468,400,422,402,High School for Health Careers and Sciences,HS,7.55342,7.37823,6.9287,6.78924,8.01442,7.90058,7.63969,7.60721,7.63672,6.32495,8.20525,7.45174,6.82524,7.68664,7.25538,6.53242,8.41778,7.41379,7.61583,7.23077,6.90019,7.33205,7.04327,6.99515,7.70677,6.65773,5.77877,5.585,6.27778,5.34861,6.37275,7.81746,6.3171,7.02357,7.23161,7.21557,8.2,8.4,8.1,8.2,8.5,8,8.5,8.7,8.7,8.5,8.4,8.4,8.1,8.3,8.2,8.4,8.4,8.2,8.5,8.3,8.2,8.2,8.4,8.3,8.3,8,6.5,8.2,8.3,8.3,8,8,7.7,7.50607,7.91878,7.32477,7.2446,8.88158,7.96053,7.63158,7.89474,7.89474,8.88158,7.5,7.82895,7.82051,8.26923,7.5641,7.94872,7.37179,8.26923,7.37179,4.80769,7.69231,7.69231,7.5641,7.05128,7.94872,8.39744,8.09211,8.07692,8.46154,8.26923,7.88462,7.30769,6.53846,6.79487,5.96154,7.75641,7.62821,6.75676,6.47436,7.24359,7.75641,8.15789,6.28205,6.90789,5.89744,6.66667,8.55263,6.73077,7.03947,8.20513,7.24359,7.75641,8.33333,6.85897,6.73077,7.05128,6.85897,6.53846,NA,NA,NA,NA,NA,NA,NA,NA,5.85526,7.56579,7.30263
103,06M540,430,456,423,A. Philip Randolph Campus High School,HS,9.15765,8.80949,8.79301,8.5609,9.38127,9.25,9.00833,9.14716,9.175,8.06856,9.47148,8.62416,8.58221,9.32047,9.06566,8.70275,9.48161,9.03846,9.10535,8.95833,8.41973,8.87124,8.79599,8.73311,9.3097,8.74561,8.09966,7.67736,8.58108,7.76271,8.9661,8.61953,7.88007,8.76689,8.97306,9.23986,8.2,8.2,8,8.3,8.6,7.9,7.8,8.5,8.5,8.4,8.3,8.4,8.1,8.3,8.2,8.2,8.3,8.2,8.4,8,8,8.2,8.3,8.3,8.6,8.2,5.6,8.3,8.1,8.2,8.5,8.4,8.1,8.42226,8.66149,8.1827,7.68984,8.83333,8.98305,8.47458,8.26271,8.94068,9.02542,8.55932,8.96552,8.7931,9.00862,8.20833,8.77049,8.54167,8.79167,8.36066,7.875,8.2377,8.58333,8.70833,8.31967,8.44262,9.18033,8.79167,8.16667,8.64407,7.91667,8.81148,8.97541,8.56557,7.33333,7.37705,7.83333,8.41667,7.93103,7.75,8.03279,8.56557,8.07377,6.69492,7.92373,6.25,7.29167,8.08333,7.41525,7.16102,8.60169,7.88136,8.64407,8.5,6.33621,7.37288,7.9661,7.62712,7.79167,NA,NA,NA,NA,NA,NA,NA,NA,7.70833,7.75424,8.38983
104,06M552,339,349,326,Gregorio Luperon High School for Science and Mathematics,HS,8.25129,8.0844,8.1117,8.25329,8.43318,8.41116,8.18023,8.36406,8.27982,8.37558,8.95497,8.0787,7.88194,8.41067,8.37384,7.13303,8.96689,8.31236,8.41954,8.50575,7.7765,7.91183,7.99425,8.11628,7.65337,7.85372,6.49072,7.24654,7.18531,8.92281,8.33525,9.52656,8.3776,8.44406,8.7007,9.25347,8.8,8.8,8.5,8.9,8.8,8.3,8.7,9,9.3,8.8,8.5,8.8,8.7,8.8,8.9,8.6,8.7,8.7,8.9,8.9,8.9,9.2,9,8.7,8.6,8.7,6.5,8.8,8.8,8.7,NA,NA,NA,8.51886,8.21875,8.37639,8.85,8.375,8.125,7.625,6.75,8.375,8.25,8.125,7.75,8.75,8.625,7.625,7.25,6.875,8,7.36842,8.375,8.375,8.5,8.375,7.875,8.94737,9.125,9.375,8.125,9.25,8.25,9.125,9.21053,9.25,9.25,9.625,8.25,8.25,7.125,8.28947,8.375,8.625,9.07895,8.5,8.28947,9.625,8.875,9.75,8.5,7.625,9.625,9.625,9.75,9.125,8.75,7.75,7.625,8.625,9.75,NA,NA,NA,NA,NA,NA,NA,NA,9.125,8.625,9
