DBN,school_name,gender,cohort_num
29Q498,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,Male,47
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,Female,339
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,Male,409
30Q450,LONG ISLAND CITY HIGH SCHOOL,Female,417
30Q450,LONG ISLAND CITY HIGH SCHOOL,Male,414
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,Female,100
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,Male,38
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,Female,80
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,Male,168
30Q555,NEWCOMERS HIGH SCHOOL,Female,113
30Q555,NEWCOMERS HIGH SCHOOL,Male,134
30Q575,ACADEMY OF AMERICAN STUDIES,Female,85
30Q575,ACADEMY OF AMERICAN STUDIES,Male,70
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,Female,42
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,Male,22
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,Female,61
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,Male,41
31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,Male,1
31R080,THE MICHAEL J PETRIDES SCHOOL,Female,61
31R080,THE MICHAEL J PETRIDES SCHOOL,Male,66
31R440,NEW DORP HIGH SCHOOL,Female,261
31R440,NEW DORP HIGH SCHOOL,Male,317
31R445,PORT RICHMOND HIGH SCHOOL,Female,309
31R445,PORT RICHMOND HIGH SCHOOL,Male,289
31R450,CURTIS HIGH SCHOOL,Female,379
31R450,CURTIS HIGH SCHOOL,Male,312
31R455,TOTTENVILLE HIGH SCHOOL,Female,484
31R455,TOTTENVILLE HIGH SCHOOL,Male,520
31R460,SUSAN E WAGNER HIGH SCHOOL,Female,392
31R460,SUSAN E WAGNER HIGH SCHOOL,Male,369
31R470,CONCORD HIGH SCHOOL,Female,48
31R470,CONCORD HIGH SCHOOL,Male,35
31R600,RALPH R MCKEE CAREER AND TECHNICAL HIGH SCHOOL,Female,39
31R600,RALPH R MCKEE CAREER AND TECHNICAL HIGH SCHOOL,Male,129
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,Female,81
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,Male,129
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,Female,54
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,Male,49
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE,Female,79
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE,Male,90
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,Female,54
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,Male,49
32K552,ACADEMY OF URBAN PLANNING,Female,62
32K552,ACADEMY OF URBAN PLANNING,Male,61
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,Female,19
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,Male,16
32K556,BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,Female,66
32K556,BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,Male,72
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,Female,83
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,Male,66
